date,NO,year,month,day,week,startDate,endDate,weekOrder
2018-05-25,4.0,2018,5,25,73,-,-,1
2018-05-26,4.0,2018,5,26,73,-,-,1
2018-05-27,2.0,2018,5,27,73,-,-,1
2018-05-28,5.0,2018,5,28,74,2018 5 28,2018 6 3,2
2018-05-29,7.0,2018,5,29,74,-,-,2
2018-05-30,12.0,2018,5,30,74,-,-,2
2018-05-31,4.0,2018,5,31,74,-,-,2
2018-06-01,7.0,2018,6,1,74,-,-,2
2018-06-02,7.0,2018,6,2,74,-,-,2
2018-06-03,2.0,2018,6,3,74,-,-,2
2018-06-04,7.0,2018,6,4,75,2018 6 4,2018 6 10,3
2018-06-05,10.0,2018,6,5,75,-,-,3
2018-06-06,10.0,2018,6,6,75,-,-,3
2018-06-07,4.0,2018,6,7,75,-,-,3
2018-06-08,8.0,2018,6,8,75,-,-,3
2018-06-09,5.0,2018,6,9,75,-,-,3
2018-06-10,4.0,2018,6,10,75,-,-,3
2018-06-11,7.0,2018,6,11,76,2018 6 11,2018 6 17,4
2018-06-12,6.0,2018,6,12,76,-,-,4
2018-06-13,7.0,2018,6,13,76,-,-,4
2018-06-14,9.0,2018,6,14,76,-,-,4
2018-06-15,9.0,2018,6,15,76,-,-,4
2018-06-16,3.0,2018,6,16,76,-,-,4
2018-06-17,2.0,2018,6,17,76,-,-,4
2018-06-18,9.0,2018,6,18,77,2018 6 18,2018 6 24,1
2018-06-19,4.0,2018,6,19,77,-,-,1
2018-06-20,7.0,2018,6,20,77,-,-,1
2018-06-21,5.0,2018,6,21,77,-,-,1
2018-06-22,3.0,2018,6,22,77,-,-,1
2018-06-23,2.0,2018,6,23,77,-,-,1
2018-06-24,3.0,2018,6,24,77,-,-,1
2018-06-25,13.0,2018,6,25,78,2018 6 25,2018 7 1,2
2018-06-26,4.0,2018,6,26,78,-,-,2
2018-06-27,5.0,2018,6,27,78,-,-,2
2018-06-28,6.0,2018,6,28,78,-,-,2
2018-06-29,5.0,2018,6,29,78,-,-,2
2018-06-30,3.0,2018,6,30,78,-,-,2
2018-07-01,3.0,2018,7,1,78,-,-,2
2018-07-02,8.0,2018,7,2,79,2018 7 2,2018 7 8,3
2018-07-03,4.0,2018,7,3,79,-,-,3
2018-07-04,6.0,2018,7,4,79,-,-,3
2018-07-05,9.0,2018,7,5,79,-,-,3
2018-07-06,3.0,2018,7,6,79,-,-,3
2018-07-07,3.0,2018,7,7,79,-,-,3
2018-07-08,2.0,2018,7,8,79,-,-,3
2018-07-09,7.0,2018,7,9,80,2018 7 9,2018 7 15,4
2018-07-10,3.0,2018,7,10,80,-,-,4
2018-07-11,6.0,2018,7,11,80,-,-,4
2018-07-12,8.0,2018,7,12,80,-,-,4
2018-07-13,5.0,2018,7,13,80,-,-,4
2018-07-14,3.0,2018,7,14,80,-,-,4
2018-07-15,2.0,2018,7,15,80,-,-,4
2018-07-16,4.0,2018,7,16,81,2018 7 16,2018 7 22,1
2018-07-17,4.0,2018,7,17,81,-,-,1
2018-07-18,11.0,2018,7,18,81,-,-,1
2018-07-19,3.0,2018,7,19,81,-,-,1
2018-07-20,9.0,2018,7,20,81,-,-,1
2018-07-21,9.0,2018,7,21,81,-,-,1
2018-07-22,4.0,2018,7,22,81,-,-,1
2018-07-23,6.0,2018,7,23,82,2018 7 23,2018 7 29,2
2018-07-24,5.0,2018,7,24,82,-,-,2
2018-07-25,5.0,2018,7,25,82,-,-,2
2018-07-26,8.0,2018,7,26,82,-,-,2
2018-07-27,8.0,2018,7,27,82,-,-,2
2018-07-28,5.0,2018,7,28,82,-,-,2
2018-07-29,4.0,2018,7,29,82,-,-,2
2018-07-30,11.0,2018,7,30,83,2018 7 30,2018 8 5,3
2018-07-31,3.0,2018,7,31,83,-,-,3
2018-08-01,5.0,2018,8,1,83,-,-,3
2018-08-02,4.0,2018,8,2,83,-,-,3
2018-08-03,18.0,2018,8,3,83,-,-,3
2018-08-04,3.0,2018,8,4,83,-,-,3
2018-08-05,2.0,2018,8,5,83,-,-,3
2018-08-06,9.0,2018,8,6,84,2018 8 6,2018 8 12,4
2018-08-07,4.0,2018,8,7,84,-,-,4
2018-08-08,5.0,2018,8,8,84,-,-,4
2018-08-09,6.0,2018,8,9,84,-,-,4
2018-08-10,13.0,2018,8,10,84,-,-,4
2018-08-11,7.0,2018,8,11,84,-,-,4
2018-08-12,5.0,2018,8,12,84,-,-,4
2018-08-13,4.0,2018,8,13,85,2018 8 13,2018 8 19,1
2018-08-14,5.0,2018,8,14,85,-,-,1
2018-08-15,2.0,2018,8,15,85,-,-,1
2018-08-16,3.0,2018,8,16,85,-,-,1
2018-08-17,3.0,2018,8,17,85,-,-,1
2018-08-18,8.0,2018,8,18,85,-,-,1
2018-08-19,6.0,2018,8,19,85,-,-,1
2018-08-20,7.0,2018,8,20,86,2018 8 20,2018 8 26,2
2018-08-21,3.0,2018,8,21,86,-,-,2
2018-08-22,3.0,2018,8,22,86,-,-,2
2018-08-23,3.0,2018,8,23,86,-,-,2
2018-08-24,4.0,2018,8,24,86,-,-,2
2018-08-25,2.0,2018,8,25,86,-,-,2
2018-08-26,5.0,2018,8,26,86,-,-,2
2018-08-27,16.0,2018,8,27,87,2018 8 27,2018 9 2,3
2018-08-28,6.0,2018,8,28,87,-,-,3
2018-08-29,4.0,2018,8,29,87,-,-,3
2018-08-30,6.0,2018,8,30,87,-,-,3
2018-08-31,12.0,2018,8,31,87,-,-,3
2018-09-01,7.0,2018,9,1,87,-,-,3
2018-09-02,4.0,2018,9,2,87,-,-,3
2018-09-03,7.0,2018,9,3,88,2018 9 3,2018 9 9,4
2018-09-04,18.0,2018,9,4,88,-,-,4
2018-09-05,7.0,2018,9,5,88,-,-,4
2018-09-06,7.0,2018,9,6,88,-,-,4
2018-09-07,4.0,2018,9,7,88,-,-,4
2018-09-08,11.0,2018,9,8,88,-,-,4
2018-09-09,3.0,2018,9,9,88,-,-,4
2018-09-10,7.0,2018,9,10,89,2018 9 10,2018 9 16,1
2018-09-11,10.0,2018,9,11,89,-,-,1
2018-09-12,14.0,2018,9,12,89,-,-,1
2018-09-13,5.0,2018,9,13,89,-,-,1
2018-09-14,6.0,2018,9,14,89,-,-,1
2018-09-15,5.0,2018,9,15,89,-,-,1
2018-09-16,3.0,2018,9,16,89,-,-,1
2018-09-17,18.0,2018,9,17,90,2018 9 17,2018 9 23,2
2018-09-18,18.0,2018,9,18,90,-,-,2
2018-09-19,11.0,2018,9,19,90,-,-,2
2018-09-20,18.0,2018,9,20,90,-,-,2
2018-09-21,11.0,2018,9,21,90,-,-,2
2018-09-22,8.0,2018,9,22,90,-,-,2
2018-09-23,4.0,2018,9,23,90,-,-,2
2018-09-24,3.0,2018,9,24,91,2018 9 24,2018 9 30,3
2018-09-25,19.0,2018,9,25,91,-,-,3
2018-09-26,32.0,2018,9,26,91,-,-,3
2018-09-27,21.0,2018,9,27,91,-,-,3
2018-09-28,4.0,2018,9,28,91,-,-,3
2018-09-29,3.0,2018,9,29,91,-,-,3
2018-09-30,2.0,2018,9,30,91,-,-,3
2018-10-01,5.0,2018,10,1,92,2018 10 1,2018 10 7,4
2018-10-02,21.0,2018,10,2,92,-,-,4
2018-10-03,32.0,2018,10,3,92,-,-,4
2018-10-04,62.0,2018,10,4,92,-,-,4
2018-10-05,27.0,2018,10,5,92,-,-,4
2018-10-06,10.0,2018,10,6,92,-,-,4
2018-10-07,15.0,2018,10,7,92,-,-,4
2018-10-08,22.0,2018,10,8,93,2018 10 8,2018 10 14,1
2018-10-09,27.0,2018,10,9,93,-,-,1
2018-10-10,78.0,2018,10,10,93,-,-,1
2018-10-11,26.0,2018,10,11,93,-,-,1
2018-10-12,9.0,2018,10,12,93,-,-,1
2018-10-13,15.0,2018,10,13,93,-,-,1
2018-10-14,7.0,2018,10,14,93,-,-,1
2018-10-15,21.0,2018,10,15,94,2018 10 15,2018 10 21,2
2018-10-16,25.0,2018,10,16,94,-,-,2
2018-10-17,20.0,2018,10,17,94,-,-,2
2018-10-18,8.0,2018,10,18,94,-,-,2
2018-10-19,20.0,2018,10,19,94,-,-,2
2018-10-20,10.0,2018,10,20,94,-,-,2
2018-10-21,7.0,2018,10,21,94,-,-,2
2018-10-22,5.0,2018,10,22,95,2018 10 22,2018 10 28,3
2018-10-23,28.0,2018,10,23,95,-,-,3
2018-10-24,27.0,2018,10,24,95,-,-,3
2018-10-25,53.0,2018,10,25,95,-,-,3
2018-10-26,30.0,2018,10,26,95,-,-,3
2018-10-27,7.0,2018,10,27,95,-,-,3
2018-10-28,6.0,2018,10,28,95,-,-,3
2018-10-29,26.0,2018,10,29,96,2018 10 29,2018 11 4,4
2018-10-30,59.0,2018,10,30,96,-,-,4
2018-10-31,30.0,2018,10,31,96,-,-,4
2018-11-01,12.0,2018,11,1,96,-,-,4
2018-11-02,10.0,2018,11,2,96,-,-,4
2018-11-03,12.0,2018,11,3,96,-,-,4
2018-11-04,15.0,2018,11,4,96,-,-,4
2018-11-05,19.0,2018,11,5,97,2018 11 5,2018 11 11,1
2018-11-06,28.0,2018,11,6,97,-,-,1
2018-11-07,32.0,2018,11,7,97,-,-,1
2018-11-08,54.0,2018,11,8,97,-,-,1
2018-11-09,23.0,2018,11,9,97,-,-,1
2018-11-10,40.0,2018,11,10,97,-,-,1
2018-11-11,34.0,2018,11,11,97,-,-,1
2018-11-12,69.0,2018,11,12,98,2018 11 12,2018 11 18,2
2018-11-13,80.0,2018,11,13,98,-,-,2
2018-11-14,119.0,2018,11,14,98,-,-,2
2018-11-15,141.0,2018,11,15,98,-,-,2
2018-11-16,138.0,2018,11,16,98,-,-,2
2018-11-17,98.0,2018,11,17,98,-,-,2
2018-11-18,32.0,2018,11,18,98,-,-,2
2018-11-19,38.0,2018,11,19,99,2018 11 19,2018 11 25,3
2018-11-20,13.0,2018,11,20,99,-,-,3
2018-11-21,81.0,2018,11,21,99,-,-,3
2018-11-22,65.0,2018,11,22,99,-,-,3
2018-11-23,62.0,2018,11,23,99,-,-,3
2018-11-24,28.0,2018,11,24,99,-,-,3
2018-11-25,15.0,2018,11,25,99,-,-,3
2018-11-26,51.0,2018,11,26,100,2018 11 26,2018 12 2,4
2018-11-27,98.0,2018,11,27,100,-,-,4
2018-11-28,163.0,2018,11,28,100,-,-,4
2018-11-29,101.0,2018,11,29,100,-,-,4
2018-11-30,86.0,2018,11,30,100,-,-,4
2018-12-01,90.0,2018,12,1,100,-,-,4
2018-12-02,98.0,2018,12,2,100,-,-,4
2018-12-03,129.0,2018,12,3,101,2018 12 3,2018 12 9,1
2018-12-04,89.0,2018,12,4,101,-,-,1
2018-12-05,88.0,2018,12,5,101,-,-,1
2018-12-06,67.0,2018,12,6,101,-,-,1
2018-12-07,58.0,2018,12,7,101,-,-,1
2018-12-08,61.0,2018,12,8,101,-,-,1
2018-12-09,26.0,2018,12,9,101,-,-,1
2018-12-10,91.0,2018,12,10,102,2018 12 10,2018 12 16,2
2018-12-11,147.0,2018,12,11,102,-,-,2
2018-12-12,55.0,2018,12,12,102,-,-,2
2018-12-13,16.0,2018,12,13,102,-,-,2
2018-12-14,52.0,2018,12,14,102,-,-,2
2018-12-15,44.0,2018,12,15,102,-,-,2
2018-12-16,9.0,2018,12,16,102,-,-,2
2018-12-17,95.0,2018,12,17,103,2018 12 17,2018 12 23,3
2018-12-18,46.0,2018,12,18,103,-,-,3
2018-12-19,46.0,2018,12,19,103,-,-,3
2018-12-20,158.0,2018,12,20,103,-,-,3
2018-12-21,309.0,2018,12,21,103,-,-,3
2018-12-22,126.0,2018,12,22,103,-,-,3
2018-12-23,86.0,2018,12,23,103,-,-,3
2018-12-24,145.0,2018,12,24,104,2018 12 24,2018 12 30,4
2018-12-25,83.0,2018,12,25,104,-,-,4
2018-12-26,221.0,2018,12,26,104,-,-,4
2018-12-27,135.0,2018,12,27,104,-,-,4
2018-12-28,85.0,2018,12,28,104,-,-,4
2018-12-29,44.0,2018,12,29,104,-,-,4
2018-12-30,47.0,2018,12,30,104,-,-,4
2018-12-31,92.916,2018,12,31,105,2018 12 31,2019 1 6,1
2019-01-01,43.166,2019,1,1,105,-,-,1
2019-01-02,10.0,2019,1,2,105,-,-,1
2019-01-03,86.136,2019,1,3,105,-,-,1
2019-01-04,151.0,2019,1,4,105,-,-,1
2019-01-05,118.37,2019,1,5,105,-,-,1
2019-01-06,77.0,2019,1,6,105,-,-,1
2019-01-07,69.833,2019,1,7,106,2019 1 7,2019 1 13,2
2019-01-08,98.666,2019,1,8,106,-,-,2
2019-01-09,69.041,2019,1,9,106,-,-,2
2019-01-10,44.208,2019,1,10,106,-,-,2
2019-01-11,123.04,2019,1,11,106,-,-,2
2019-01-12,37.958,2019,1,12,106,-,-,2
2019-01-13,33.875,2019,1,13,106,-,-,2
2019-01-14,40.25,2019,1,14,107,2019 1 14,2019 1 20,3
2019-01-15,104.87,2019,1,15,107,-,-,3
2019-01-16,54.666,2019,1,16,107,-,-,3
2019-01-17,38.857,2019,1,17,107,-,-,3
2019-01-18,38.625,2019,1,18,107,-,-,3
2019-01-19,29.75,2019,1,19,107,-,-,3
2019-01-20,6.2083,2019,1,20,107,-,-,3
2019-01-21,36.833,2019,1,21,108,2019 1 21,2019 1 27,4
2019-01-22,18.347,2019,1,22,108,-,-,4
2019-01-23,10.75,2019,1,23,108,-,-,4
2019-01-24,12.916,2019,1,24,108,-,-,4
2019-01-25,20.041,2019,1,25,108,-,-,4
2019-01-26,31.583,2019,1,26,108,-,-,4
2019-01-27,6.5,2019,1,27,108,-,-,4
2019-01-28,14.166,2019,1,28,109,2019 1 28,2019 2 3,1
2019-01-29,16.333,2019,1,29,109,-,-,1
2019-01-30,57.304,2019,1,30,109,-,-,1
2019-01-31,52.125,2019,1,31,109,-,-,1
2019-02-01,15.583,2019,2,1,109,-,-,1
2019-02-02,12.708,2019,2,2,109,-,-,1
2019-02-03,26.666,2019,2,3,109,-,-,1
2019-02-04,120.91,2019,2,4,110,2019 2 4,2019 2 10,2
2019-02-05,83.125,2019,2,5,110,-,-,2
2019-02-06,60.833,2019,2,6,110,-,-,2
2019-02-07,44.625,2019,2,7,110,-,-,2
2019-02-08,97.458,2019,2,8,110,-,-,2
2019-02-09,58.125,2019,2,9,110,-,-,2
2019-02-10,7.6666,2019,2,10,110,-,-,2
2019-02-11,28.541,2019,2,11,111,2019 2 11,2019 2 17,3
2019-02-12,63.181,2019,2,12,111,-,-,3
2019-02-13,96.166,2019,2,13,111,-,-,3
2019-02-14,116.79,2019,2,14,111,-,-,3
2019-02-15,170.41,2019,2,15,111,-,-,3
2019-02-16,97.583,2019,2,16,111,-,-,3
2019-02-17,37.5,2019,2,17,111,-,-,3
2019-02-18,8.875,2019,2,18,112,2019 2 18,2019 2 24,4
2019-02-19,49.25,2019,2,19,112,-,-,4
2019-02-20,71.541,2019,2,20,112,-,-,4
2019-02-21,111.3,2019,2,21,112,-,-,4
2019-02-22,122.08,2019,2,22,112,-,-,4
2019-02-23,54.583,2019,2,23,112,-,-,4
2019-02-24,44.5,2019,2,24,112,-,-,4
2019-02-25,96.25,2019,2,25,113,2019 2 25,2019 3 3,1
2019-02-26,79.083,2019,2,26,113,-,-,1
2019-02-27,73.666,2019,2,27,113,-,-,1
2019-02-28,50.956,2019,2,28,113,-,-,1
2019-03-01,23.333,2019,3,1,113,-,-,1
2019-03-02,28.75,2019,3,2,113,-,-,1
2019-03-03,9.9583,2019,3,3,113,-,-,1
2019-03-04,6.25,2019,3,4,114,2019 3 4,2019 3 10,2
2019-03-05,20.583,2019,3,5,114,-,-,2
2019-03-06,7.8333,2019,3,6,114,-,-,2
2019-03-07,24.375,2019,3,7,114,-,-,2
2019-03-08,19.25,2019,3,8,114,-,-,2
2019-03-09,9.8333,2019,3,9,114,-,-,2
2019-03-10,3.9583,2019,3,10,114,-,-,2
2019-03-11,13.791,2019,3,11,115,2019 3 11,2019 3 17,3
2019-03-12,28.863,2019,3,12,115,-,-,3
2019-03-13,10.291,2019,3,13,115,-,-,3
2019-03-14,11.125,2019,3,14,115,-,-,3
2019-03-15,18.0,2019,3,15,115,-,-,3
2019-03-16,22.208,2019,3,16,115,-,-,3
2019-03-17,3.625,2019,3,17,115,-,-,3
2019-03-18,9.3333,2019,3,18,116,2019 3 18,2019 3 24,4
2019-03-19,15.583,2019,3,19,116,-,-,4
2019-03-20,9.7083,2019,3,20,116,-,-,4
2019-03-21,18.958,2019,3,21,116,-,-,4
2019-03-22,31.916,2019,3,22,116,-,-,4
2019-03-23,15.208,2019,3,23,116,-,-,4
2019-03-24,9.3333,2019,3,24,116,-,-,4
2019-03-25,2.7083,2019,3,25,117,2019 3 25,2019 3 31,1
2019-03-26,5.5652,2019,3,26,117,-,-,1
2019-03-27,12.083,2019,3,27,117,-,-,1
2019-03-28,10.833,2019,3,28,117,-,-,1
2019-03-29,5.375,2019,3,29,117,-,-,1
2019-03-30,11.708,2019,3,30,117,-,-,1
2019-03-31,5.5416,2019,3,31,117,-,-,1
2019-04-01,17.458,2019,4,1,118,2019 4 1,2019 4 7,2
2019-04-02,15.541,2019,4,2,118,-,-,2
2019-04-03,8.8333,2019,4,3,118,-,-,2
2019-04-04,15.333,2019,4,4,118,-,-,2
2019-04-05,14.083,2019,4,5,118,-,-,2
2019-04-06,11.833,2019,4,6,118,-,-,2
2019-04-07,4.5,2019,4,7,118,-,-,2
2019-04-08,15.666,2019,4,8,119,2019 4 8,2019 4 14,3
2019-04-09,14.416,2019,4,9,119,-,-,3
2019-04-10,7.7272,2019,4,10,119,-,-,3
2019-04-11,15.208,2019,4,11,119,-,-,3
2019-04-12,18.625,2019,4,12,119,-,-,3
2019-04-13,13.083,2019,4,13,119,-,-,3
2019-04-14,5.0,2019,4,14,119,-,-,3
2019-04-15,22.458,2019,4,15,120,2019 4 15,2019 4 21,4
2019-04-16,11.541,2019,4,16,120,-,-,4
2019-04-17,18.625,2019,4,17,120,-,-,4
2019-04-18,3.25,2019,4,18,120,-,-,4
2019-04-19,4.5833,2019,4,19,120,-,-,4
2019-04-20,12.25,2019,4,20,120,-,-,4
2019-04-21,2.6666,2019,4,21,120,-,-,4
2019-04-22,9.125,2019,4,22,121,2019 4 22,2019 4 28,1
2019-04-23,5.6521,2019,4,23,121,-,-,1
2019-04-24,9.7083,2019,4,24,121,-,-,1
2019-04-25,14.0,2019,4,25,121,-,-,1
2019-04-26,6.5416,2019,4,26,121,-,-,1
2019-04-27,4.25,2019,4,27,121,-,-,1
2019-04-28,2.1666,2019,4,28,121,-,-,1
2019-04-29,15.25,2019,4,29,122,2019 4 29,2019 5 5,2
2019-04-30,8.7083,2019,4,30,122,-,-,2
2019-05-01,2.5,2019,5,1,122,-,-,2
2019-05-02,10.458,2019,5,2,122,-,-,2
2019-05-03,5.875,2019,5,3,122,-,-,2
2019-05-04,7.0833,2019,5,4,122,-,-,2
2019-05-05,2.0416,2019,5,5,122,-,-,2
2019-05-06,12.041,2019,5,6,123,2019 5 6,2019 5 12,3
2019-05-07,12.454,2019,5,7,123,-,-,3
2019-05-08,5.75,2019,5,8,123,-,-,3
2019-05-09,16.875,2019,5,9,123,-,-,3
2019-05-10,26.916,2019,5,10,123,-,-,3
2019-05-11,2.875,2019,5,11,123,-,-,3
2019-05-12,2.1666,2019,5,12,123,-,-,3
2019-05-13,8.4166,2019,5,13,124,2019 5 13,2019 5 19,4
2019-05-14,12.083,2019,5,14,124,-,-,4
2019-05-15,14.166,2019,5,15,124,-,-,4
2019-05-16,4.0416,2019,5,16,124,-,-,4
2019-05-17,8.7916,2019,5,17,124,-,-,4
2019-05-18,5.2083,2019,5,18,124,-,-,4
2019-05-19,3.0,2019,5,19,124,-,-,4
2019-05-20,8.125,2019,5,20,125,2019 5 20,2019 5 26,1
2019-05-21,8.9167,2019,5,21,125,-,-,1
2019-05-22,9.7083,2019,5,22,125,-,-,1
2019-05-23,5.0416,2019,5,23,125,-,-,1
2019-05-24,9.2916,2019,5,24,125,-,-,1
2019-05-25,3.3333,2019,5,25,125,-,-,1
2019-05-26,3.0833,2019,5,26,125,-,-,1
2019-05-27,8.875,2019,5,27,126,2019 5 27,2019 6 2,2
2019-05-28,10.458,2019,5,28,126,-,-,2
2019-05-29,9.8333,2019,5,29,126,-,-,2
2019-05-30,10.1457,2019,5,30,126,-,-,2
2019-05-31,9.03115,2019,5,31,126,-,-,2
2019-06-01,7.9166,2019,6,1,126,-,-,2
2019-06-02,4.7916,2019,6,2,126,-,-,2
2019-06-03,10.375,2019,6,3,127,2019 6 3,2019 6 9,3
2019-06-04,4.875,2019,6,4,127,-,-,3
2019-06-05,9.8181,2019,6,5,127,-,-,3
2019-06-06,14.291,2019,6,6,127,-,-,3
2019-06-07,8.9583,2019,6,7,127,-,-,3
2019-06-08,9.3333,2019,6,8,127,-,-,3
2019-06-09,3.2083,2019,6,9,127,-,-,3
2019-06-10,8.1666,2019,6,10,128,2019 6 10,2019 6 16,4
2019-06-11,4.4166,2019,6,11,128,-,-,4
2019-06-12,9.4583,2019,6,12,128,-,-,4
2019-06-13,10.541,2019,6,13,128,-,-,4
2019-06-14,11.0,2019,6,14,128,-,-,4
2019-06-15,4.5416,2019,6,15,128,-,-,4
2019-06-16,3.5,2019,6,16,128,-,-,4
2019-06-17,6.1666,2019,6,17,129,2019 6 17,2019 6 23,1
2019-06-18,15.478,2019,6,18,129,-,-,1
2019-06-19,16.0,2019,6,19,129,-,-,1
2019-06-20,4.4166,2019,6,20,129,-,-,1
2019-06-21,4.9583,2019,6,21,129,-,-,1
2019-06-22,8.9583,2019,6,22,129,-,-,1
2019-06-23,3.2083,2019,6,23,129,-,-,1
2019-06-24,14.333,2019,6,24,130,2019 6 24,2019 6 30,2
2019-06-25,10.083,2019,6,25,130,-,-,2
2019-06-26,5.2083,2019,6,26,130,-,-,2
2019-06-27,10.291,2019,6,27,130,-,-,2
2019-06-28,5.9166,2019,6,28,130,-,-,2
2019-06-29,2.9583,2019,6,29,130,-,-,2
2019-06-30,2.375,2019,6,30,130,-,-,2
2019-07-01,3.9166,2019,7,1,131,2019 7 1,2019 7 7,3
2019-07-02,3.9545,2019,7,2,131,-,-,3
2019-07-03,5.5,2019,7,3,131,-,-,3
2019-07-04,10.125,2019,7,4,131,-,-,3
2019-07-05,5.7083,2019,7,5,131,-,-,3
2019-07-06,3.625,2019,7,6,131,-,-,3
2019-07-07,2.25,2019,7,7,131,-,-,3
2019-07-08,3.5,2019,7,8,132,2019 7 8,2019 7 14,4
2019-07-09,6.6666,2019,7,9,132,-,-,4
2019-07-10,6.0833,2019,7,10,132,-,-,4
2019-07-11,11.541,2019,7,11,132,-,-,4
2019-07-12,4.4166,2019,7,12,132,-,-,4
2019-07-13,2.5,2019,7,13,132,-,-,4
2019-07-14,2.2916,2019,7,14,132,-,-,4
2019-07-15,5.125,2019,7,15,133,2019 7 15,2019 7 21,1
2019-07-16,6.8333,2019,7,16,133,-,-,1
2019-07-17,4.7083,2019,7,17,133,-,-,1
2019-07-18,7.6521,2019,7,18,133,-,-,1
2019-07-19,10.041,2019,7,19,133,-,-,1
2019-07-20,3.0,2019,7,20,133,-,-,1
2019-07-21,2.25,2019,7,21,133,-,-,1
2019-07-22,3.4166,2019,7,22,134,2019 7 22,2019 7 28,2
2019-07-23,7.8333,2019,7,23,134,-,-,2
2019-07-24,5.6666,2019,7,24,134,-,-,2
2019-07-25,10.5,2019,7,25,134,-,-,2
2019-07-26,6.8333,2019,7,26,134,-,-,2
2019-07-27,4.125,2019,7,27,134,-,-,2
2019-07-28,4.625,2019,7,28,134,-,-,2
2019-07-29,11.583,2019,7,29,135,2019 7 29,2019 8 4,3
2019-07-30,6.3043,2019,7,30,135,-,-,3
2019-07-31,10.458,2019,7,31,135,-,-,3
2019-08-01,5.5,2019,8,1,135,-,-,3
2019-08-02,11.958,2019,8,2,135,-,-,3
2019-08-03,3.4166,2019,8,3,135,-,-,3
2019-08-04,2.2916,2019,8,4,135,-,-,3
2019-08-05,7.625,2019,8,5,136,2019 8 5,2019 8 11,4
2019-08-06,7.75,2019,8,6,136,-,-,4
2019-08-07,14.958,2019,8,7,136,-,-,4
2019-08-08,14.958,2019,8,8,136,-,-,4
2019-08-09,7.5,2019,8,9,136,-,-,4
2019-08-10,4.375,2019,8,10,136,-,-,4
2019-08-11,3.1666,2019,8,11,136,-,-,4
2019-08-12,6.8333,2019,8,12,137,2019 8 12,2019 8 18,1
2019-08-13,10.5,2019,8,13,137,-,-,1
2019-08-14,10.041,2019,8,14,137,-,-,1
2019-08-15,9.3122,2019,8,15,137,-,-,1
2019-08-16,9.3122,2019,8,16,137,-,-,1
2019-08-17,8.5833,2019,8,17,137,-,-,1
2019-08-18,3.7083,2019,8,18,137,-,-,1
2019-08-19,6.1666,2019,8,19,138,2019 8 19,2019 8 25,2
2019-08-20,3.25,2019,8,20,138,-,-,2
2019-08-21,7.2916,2019,8,21,138,-,-,2
2019-08-22,5.4166,2019,8,22,138,-,-,2
2019-08-23,15.875,2019,8,23,138,-,-,2
2019-08-24,3.0833,2019,8,24,138,-,-,2
2019-08-25,2.2916,2019,8,25,138,-,-,2
2019-08-26,4.3333,2019,8,26,139,2019 8 26,2019 9 1,3
2019-08-27,4.0833,2019,8,27,139,-,-,3
2019-08-28,4.6086,2019,8,28,139,-,-,3
2019-08-29,3.875,2019,8,29,139,-,-,3
2019-08-30,6.0833,2019,8,30,139,-,-,3
2019-08-31,3.625,2019,8,31,139,-,-,3
2019-09-01,2.5416,2019,9,1,139,-,-,3
2019-09-02,3.375,2019,9,2,140,2019 9 2,2019 9 8,4
2019-09-03,9.8333,2019,9,3,140,-,-,4
2019-09-04,10.458,2019,9,4,140,-,-,4
2019-09-05,4.875,2019,9,5,140,-,-,4
2019-09-06,10.375,2019,9,6,140,-,-,4
2019-09-07,6.5833,2019,9,7,140,-,-,4
2019-09-08,4.5833,2019,9,8,140,-,-,4
2019-09-09,3.3333,2019,9,9,141,2019 9 9,2019 9 15,1
2019-09-10,8.5909,2019,9,10,141,-,-,1
2019-09-11,9.3333,2019,9,11,141,-,-,1
2019-09-12,15.875,2019,9,12,141,-,-,1
2019-09-13,9.4166,2019,9,13,141,-,-,1
2019-09-14,3.2083,2019,9,14,141,-,-,1
2019-09-15,2.3333,2019,9,15,141,-,-,1
2019-09-16,6.3333,2019,9,16,142,2019 9 16,2019 9 22,2
2019-09-17,6.625,2019,9,17,142,-,-,2
2019-09-18,8.7083,2019,9,18,142,-,-,2
2019-09-19,4.375,2019,9,19,142,-,-,2
2019-09-20,16.041,2019,9,20,142,-,-,2
2019-09-21,4.8333,2019,9,21,142,-,-,2
2019-09-22,6.7916,2019,9,22,142,-,-,2
2019-09-23,23.041,2019,9,23,143,2019 9 23,2019 9 29,3
2019-09-24,17.166,2019,9,24,143,-,-,3
2019-09-25,22.782,2019,9,25,143,-,-,3
2019-09-26,20.125,2019,9,26,143,-,-,3
2019-09-27,11.041,2019,9,27,143,-,-,3
2019-09-28,7.5416,2019,9,28,143,-,-,3
2019-09-29,7.25,2019,9,29,143,-,-,3
2019-09-30,14.666,2019,9,30,144,2019 9 30,2019 10 6,4
2019-10-01,12.833,2019,10,1,144,-,-,4
2019-10-02,5.75,2019,10,2,144,-,-,4
2019-10-03,11.458,2019,10,3,144,-,-,4
2019-10-04,6.25,2019,10,4,144,-,-,4
2019-10-05,9.5833,2019,10,5,144,-,-,4
2019-10-06,3.375,2019,10,6,144,-,-,4
2019-10-07,21.25,2019,10,7,145,2019 10 7,2019 10 13,1
2019-10-08,19.909,2019,10,8,145,-,-,1
2019-10-09,16.083,2019,10,9,145,-,-,1
2019-10-10,19.708,2019,10,10,145,-,-,1
2019-10-11,28.833,2019,10,11,145,-,-,1
